id	name	code	zip	area_code	abbr	parent_id	latitude	longitude	is_deleted	level	displayorder	user_id	user_name	updated_at	created_at
3599	丰城市	fengchengshi			fcs	15	28.12	115.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3600	丰镇市	fengzhenshi			fzs	6	40.27	113.09	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3601	凤城市	fengchengshi			fcs	7	40.28	124.02	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3602	奉化市	fenghuashi			fhs	12	29.39	121.24	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3603	福安市	fuanshi			fas	14	27.06	119.39	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3604	福鼎市	fudingshi			fds	14			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3605	福清市	fuqingshi			fqs	14	25.42	119.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3606	富锦市	fujinshi			fjs	9	47.15	132.02	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3607	富阳市	fuyangshi			fys	12	30.03	119.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3608	盖州市	gezhoushi			gzs	7	40.24	122.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3609	高安市	gaoanshi			gas	15	28.25	115.22	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3610	高碑店市	gaobeidianshi			gbds	4	39.20	115.51	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3611	高密市	gaomishi			gms	16	36.22	119.44	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3612	高平市	gaopingshi			gps	5	35.48	112.55	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3613	高要市	gaoyaoshi			gys	20	23.02	112.26	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3614	高邮市	gaoyoushi			gys	11	32.47	119.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3615	高州市	gaozhoushi			gzs	20	21.54	110.50	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3616	藁城市	gaochengshi			gcs	4			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3617	根河市	genheshi			ghs	6	50.48	121.29	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3618	公主岭市	gongzhulingshi			gzls	8	43.31	124.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3619	巩义市	gongyishi			gys	17	34.46	112.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3620	古交市	gujiaoshi			gjs	5	37.54	112.09	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3621	广汉市	guanghanshi			ghs	24	30.58	104.15	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3622	广水市	guangshuishi			gss	18	31.37	113.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3623	贵溪市	guixishi			gxs	15			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3624	桂平市	guipingshi			gps	21	23.22	110.04	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3625	海城市	haichengshi			hcs	7	40.51	122.43	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3626	海林市	hailinshi			hls	9	44.35	129.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3627	海伦市	hailunshi			hls	9	47.28	126.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3628	海门市	haimenshi			hms	11	31.53	121.09	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3629	海宁市	hainingshi			hns	12	30.32	120.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3630	海阳市	haiyangshi			hys	16			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3631	韩城市	hanchengshi			hcs	28	35.28	110.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3632	汉川市	hanchuanshi			hcs	18			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3633	合山市	heshanshi			hss	21	23.47	108.52	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3634	河间市	hejianshi			hjs	4	38.26	116.05	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3635	河津市	hejinshi			hjs	5	35.35	110.41	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3636	鹤山市	heshanshi			hss	20	22.46	112.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3637	洪湖市	honghushi			hhs	18	29.48	113.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3638	洪江市	hongjiangshi			hjs	19	27.07	109.59	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3639	侯马市	houmashi			hms	5	35.37	111.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3640	虎林市	hulinshi			hls	9			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3641	华阴市	huayinshi			hys	28	34.34	110.05	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3642	华蓥市	huayingshi			hys	24	30.26	106.44	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3643	化州市	huazhoushi			hzs	20	21.39	110.37	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3644	桦甸市	huadianshi			hds	8	42.58	126.44	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3645	黄骅市	huanghuashi			hhs	4	38.21	117.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3646	辉县市	huixianshi			hxs	17	35.27	113.47	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3647	霍林郭勒市	huolinguoleishi			hlgls	6	45.32	119.38	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3648	霍州市	huozhoushi			hzs	5	36.34	111.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3649	即墨市	jimoshi			jms	16	36.22	120.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3650	集安市	jianshi			jas	8	41.08	126.11	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3651	济源市	jiyuanshi			jys	17	35.04	112.35	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3652	冀州市	jizhoushi			jzs	4	37.34	115.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3653	简阳市	jianyangshi			jys	24	30.24	104.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3654	建德市	jiandeshi			jds	12	29.29	119.16	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3655	建瓯市	jianoushi			jos	14	27.03	118.20	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3656	建阳市	jianyangshi			jys	14	27.21	118.07	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3657	江都市	jiangdushi			jds	11	32.26	119.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3658	江山市	jiangshanshi			jss	12	28.45	118.37	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3659	江阴市	jiangyinshi			jys	11	31.54	120.17	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3660	江油市	jiangyoushi			jys	24	31.48	104.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3661	姜堰市	jiangyanshi			jys	11	32.34	120.08	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3662	胶南市	jiaonanshi			jns	16	35.53	119.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3663	胶州市	jiaozhoushi			jzs	16	36.17	120.00	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3664	蛟河市	jiaoheshi			jhs	8	43.42	127.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3665	介休市	jiexiushi			jxs	5	37.02	111.55	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3666	界首市	jieshoushi			jss	13	33.15	115.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3667	金坛市	jintanshi			jts	11	31.46	119.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3668	津市市	jinshishi			jss	19	29.38	111.52	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3669	晋江市	jinjiangshi		0595	jjs	14	24.49	118.35	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3670	晋州市	jinzhoushi			jzs	4	38.02	115.02	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3671	井冈山市	jinggangshanshi			jgss	15	26.34	114.10	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3672	靖江市	jingjiangshi			jjs	11	32.02	120.17	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3673	九台市	jiutaishi			jts	8	44.09	125.51	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3674	句容市	jurongshi			jrs	11			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3675	开平市	kaipingshi			kps	20	22.22	112.40	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3676	开原市	kaiyuanshi			kys	7	42.32	124.02	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3677	昆山市	kunshanshi			kss	11	31.23	120.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3678	莱西市	laixishi			lxs	16	36.52	120.31	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3679	莱阳市	laiyangshi			lys	16	36.58	120.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3680	莱州市	laizhoushi			lzs	16	37.10	119.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3681	兰溪市	lanxishi			lxs	12	29.12	119.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3682	阆中市	langzhongshi			lzs	24	31.36	105.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3683	老河口市	laohekoushi			lhks	18	32.23	111.40	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3684	乐昌市	yuechangshi			ycs	20	25.09	113.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3685	乐陵市	yuelingshi			yls	16	37.44	117.12	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3686	乐平市	yuepingshi			yps	15	28.58	117.08	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3687	乐清市	yueqingshi			yqs	12	28.08	120.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3688	雷州市	leizhoushi			lzs	20	20.54	110.04	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3689	耒阳市	leiyangshi			lys	19	26.24	112.51	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3690	冷水江市	lengshuijiangshi			lsjs	19	27.42	111.26	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3691	醴陵市	lilingshi			lls	19	27.40	113.30	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3692	溧阳市	liyangshi			lys	11	31.26	119.29	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3693	连州市	lianzhoushi			lzs	20	24.48	112.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3694	涟源市	lianyuanshi			lys	19	27.41	111.41	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3695	廉江市	lianjiangshi			ljs	20	21.37	110.17	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3696	林州市	linzhoushi			lzs	17	36.03	113.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3697	临安市	linanshi			las	12			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3698	临海市	linhaishi			lhs	12	28.51	121.08	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3699	临江市	linjiangshi			ljs	8	41.49	126.53	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3700	临清市	linqingshi			lqs	16	36.51	115.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3701	临湘市	linxiangshi			lxs	19	29.29	113.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3702	灵宝市	lingbaoshi			lbs	17	34.31	110.52	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3703	灵武市	lingwushi			lws	31			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3704	凌海市	linghaishi			lhs	7	41.10	121.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3705	凌源市	lingyuanshi			lys	7	41.14	119.22	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3706	浏阳市	liuyangshi			lys	19	28.09	113.37	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3707	龙海市	longhaishi			lhs	14	24.26	117.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3708	龙口市	longkoushi			lks	16	37.39	120.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3709	龙泉市	longquanshi			lqs	12	28.04	119.08	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3710	陆丰市	lufengshi			lfs	20			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3711	鹿泉市	luquanshi			lqs	4	38.04	114.19	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3712	潞城市	luchengshi			lcs	5	36.21	113.14	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3713	罗定市	luodingshi			lds	20	22.46	111.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3714	麻城市	machengshi			mcs	18	31.10	115.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3715	满洲里市	manzhoulishi			mzls	6	49.35	117.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3716	梅河口市	meihekoushi			mhks	8	42.32	125.40	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3717	孟州市	mengzhoushi			mzs	17			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3718	汨罗市	miluoshi			mls	19	28.49	113.03	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3719	密山市	mishanshi			mss	9	45.32	131.50	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3720	绵竹市	mianzhushi			mzs	24			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3721	明光市	mingguangshi			mgs	13	32.47	117.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3722	穆棱市	mulingshi			mls	9			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3723	南安市	nananshi			nas	14	24.57	118.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3724	南宫市	nangongshi			ngs	4	37.22	115.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3725	南康市	nankangshi			nks	15			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3726	南雄市	nanxiongshi			nxs	20			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3727	讷河市	neheshi			nhs	9	48.29	124.51	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3728	宁安市	ninganshi			nas	9	44.21	129.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3729	宁国市	ningguoshi			ngs	13			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3730	磐石市	panshishi			pss	8			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3731	彭州市	pengzhoushi			pzs	24	30.59	103.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3732	蓬莱市	penglaishi			pls	16	37.48	120.45	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3733	邳州市	pizhoushi			pzs	11	34.19	117.59	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3734	平度市	pingduoshi			pds	16	36.47	119.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3735	平湖市	pinghushi			phs	12	30.42	121.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3736	凭祥市	pingxiangshi			pxs	21			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3737	普兰店市	pulandianshi			plds	7	39.23	121.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3738	普宁市	puningshi			pns	20	23.18	116.10	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3739	栖霞市	xixiashi			xxs	16			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3740	启东市	qidongshi			qds	11			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3741	迁安市	qiananshi			qas	4			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3742	沁阳市	qinyangshi			qys	17	35.05	112.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3743	青铜峡市	qingtongxiashi			qtxs	31	37.56	105.59	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3744	青州市	qingzhoushi			qzs	16	36.42	118.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3745	清镇市	qingzhenshi			qzs	25	26.33	106.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3746	邛崃市	qionglaishi			qls	24	30.26	103.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3747	曲阜市	qufushi			qfs	16	35.36	116.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3748	仁怀市	renhuaishi			rhs	25			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3749	任丘市	renqiushi			rqs	4	38.42	116.07	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3750	荣成市	rongchengshi			rcs	16	37.10	122.25	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3751	如皋市	rugaoshi			rgs	11	32.23	120.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3752	汝州市	ruzhoushi			rzs	17	34.09	112.50	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3753	乳山市	rushanshi			rss	16	36.54	121.31	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3754	瑞安市	ruianshi			ras	12	27.48	120.38	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3755	瑞昌市	ruichangshi			rcs	15	29.40	115.38	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3756	瑞金市	ruijinshi			rjs	15	25.53	116.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3757	三河市	sanheshi			shs	4	39.58	117.04	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3758	沙河市	shaheshi			shs	4	36.51	114.30	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3759	上虞市	shangyushi			sys	12	30.01	120.52	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3760	尚志市	shangzhishi			szs	9	45.14	127.55	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3761	韶山市	shaoshanshi			sss	19	27.54	112.29	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3762	邵武市	shaowushi			sws	14	27.20	117.29	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3763	深州市	shenzhoushi			szs	4	38.01	115.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3764	嵊州市	shengzhoushi			szs	12			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3765	什邡市	shifangshi			sfs	24			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3766	石狮市	shishishi			sss	14	24.44	118.38	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3767	石首市	shishoushi			sss	18	29.43	112.24	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3768	寿光市	shouguangshi			sgs	16	36.53	118.44	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3769	舒兰市	shulanshi			sls	8	44.24	126.57	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3770	双城市	shuangchengshi			scs	9	45.22	126.15	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3771	双辽市	shuangliaoshi			sls	8			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3772	四会市	sikuaishi			sks	20	23.21	112.41	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3773	松滋市	songzishi			szs	18			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3774	绥芬河市	suifenheshi			sfhs	9	44.25	131.11	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3775	台山市	taishanshi			tss	20	22.15	112.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3776	太仓市	taicangshi			tcs	11	31.27	121.06	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3777	泰兴市	taixingshi			txs	11	32.10	120.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3778	洮南市	taonanshi			tns	8	45.20	122.47	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3779	滕州市	tengzhoushi			tzs	16	35.06	117.09	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3780	天长市	tianzhangshi			tzs	13	32.41	118.59	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3781	铁力市	tielishi			tls	9	46.59	128.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3782	通州市	tongzhoushi			tzs	11	32.05	121.03	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3783	同江市	tongjiangshi			tjs	9	47.39	132.30	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3784	桐城市	tongchengshi			tcs	13			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3785	桐乡市	tongxiangshi			txs	12	30.38	120.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3786	瓦房店市	wafangdianshi			wfds	7	39.37	122.00	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3787	万源市	wanyuanshi			wys	24	32.03	108.03	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3788	卫辉市	weihuishi			whs	17	35.24	114.03	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3789	温岭市	wenlingshi			wls	12	28.22	121.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3790	文登市	wendengshi			wds	16	37.12	122.03	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3791	吴川市	wuchuanshi			wcs	20	21.26	110.47	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3792	吴江市	wujiangshi			wjs	11	31.10	120.39	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3793	五常市	wuchangshi			wcs	9	44.55	127.11	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3794	五大连池市	wudailianchishi			wdlcs	9	48.38	126.07	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3795	武安市	wuanshi			was	4	36.42	114.11	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3796	武冈市	wugangshi			wgs	19	26.43	110.37	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3797	武穴市	wuxueshi			wxs	18	29.51	115.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3798	武夷山市	wuyishanshi			wyss	14	27.46	118.02	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3799	舞钢市	wugangshi			wgs	17	33.17	113.30	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3800	湘乡市	xiangxiangshi			xxs	19	27.44	112.31	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3801	项城市	xiangchengshi			xcs	17	33.26	114.54	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3802	孝义市	xiaoyishi			xys	5	37.08	111.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3803	辛集市	xinjishi			xjs	4	37.54	115.12	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3804	新乐市	xinyueshi			xys	4	38.20	114.41	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3805	新密市	xinmishi			xms	17	34.31	113.22	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3806	新民市	xinminshi			xms	7	41.59	122.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3807	新泰市	xintaishi			xts	16	35.54	117.45	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3808	新沂市	xinyishi			xys	11	34.22	118.20	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
