id	name	code	zip	area_code	abbr	parent_id	latitude	longitude	is_deleted	level	displayorder	user_id	user_name	updated_at	created_at
3809	新郑市	xinzhengshi			xzs	17	34.24	113.43	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3810	信宜市	xinyishi			xys	20			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3811	兴城市	xingchengshi			xcs	7	40.37	120.41	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3812	兴化市	xinghuashi			xhs	11	32.56	119.50	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3813	兴宁市	xingningshi			xns	20	24.09	115.43	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3814	兴平市	xingpingshi			xps	28	34.18	108.29	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3815	宣威市	xuanweishi			xws	26	26.13	104.06	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3816	牙克石市	yakeshishi			ykss	6	49.17	120.40	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3817	兖州市	yanzhoushi			yzs	16	35.32	116.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3818	偃师市	yanshishi			yss	17	34.43	112.47	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3819	扬中市	yangzhongshi			yzs	11	32.14	119.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3820	阳春市	yangchunshi			ycs	20	22.10	111.48	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3821	仪征市	yizhengshi			yzs	11	32.16	119.10	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3822	宜城市	yichengshi			ycs	18	31.42	112.15	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3823	宜都市	yidushi			yds	18			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3824	宜兴市	yixingshi			yxs	11	31.21	119.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3825	宜州市	yizhoushi			yzs	21	24.28	108.40	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3826	义马市	yimashi			yms	17	34.43	111.55	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3827	义乌市	yiwushi			yws	12	29.18	120.04	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3828	应城市	yingchengshi			ycs	18	30.57	113.33	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3829	英德市	yingdeshi			yds	20	24.10	113.22	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3830	荥阳市	yingyangshi			yys	17	34.46	113.21	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3831	永安市	yonganshi			yas	14	25.58	117.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3832	永城市	yongchengshi			ycs	17			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3833	永济市	yongjishi			yjs	5	34.52	110.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3834	永康市	yongkangshi			yks	12	29.54	120.01	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3835	余姚市	yuyaoshi			yys	12	30.02	121.10	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3836	榆树市	yushushi			yss	8			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3837	禹城市	yuchengshi			ycs	16	36.56	116.39	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3838	禹州市	yuzhoushi			yzs	17	34.09	113.28	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3839	玉门市	yumenshi			yms	29	39.49	97.35	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3840	沅江市	yuanjiangshi			yjs	19	28.50	112.22	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3841	原平市	yuanpingshi			yps	5	38.43	112.42	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3842	枣阳市	zaoyangshi			zys	18	32.07	112.44	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3843	增城市	zengchengshi			zcs	20	23.18	113.49	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3844	扎兰屯市	zhalanzhunshi			zlzs	6	48.00	122.47	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3845	张家港市	zhangjiegangshi			zjgs	11	31.52	120.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3846	章丘市	zhangqiushi			zqs	16	36.43	117.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3847	漳平市	zhangpingshi			zps	14	25.17	117.24	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3848	樟树市	zhangshushi			zss	15	28.03	115.32	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3849	招远市	zhaoyuanshi			zys	16	37.21	120.23	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3850	肇东市	zhaodongshi			zds	9	46.04	125.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3851	枝江市	zhijiangshi			zjs	18			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3852	钟祥市	zhongxiangshi			zxs	18	31.10	112.34	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3853	诸城市	zhuchengshi			zcs	16	35.59	119.24	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3854	诸暨市	zhujishi			zjs	12	29.43	120.14	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3855	庄河市	zhuangheshi			zhs	7	39.41	122.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3856	涿州市	zhuozhoushi			zzs	4	39.29	115.59	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3857	资兴市	zixingshi			zxs	19	25.58	113.13	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3858	邹城市	zouchengshi			zcs	16	35.24	116.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3859	遵化市	zunhuashi			zhs	4	40.11	117.58	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3905	澳门	aomen				1	21.33	115.07	N	1	132	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3906	澳门	aomen		853	am	3905	21.33	115.07	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3907	香港	xianggang				1	21.23	115.12	N	1	133	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3908	香港	xianggang		852	xg	3907	21.23	115.12	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3947	仙桃市	xiantaoshi			xts	18	30.22	113.27	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3954	台湾	taiwan				1	25.03	121.30	N	1	134	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3955	台湾	taiwan			tw	3954	25.03	121.30	N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3956	海外	haiwai				1			N	1	135	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3957	海外	haiwai			hw	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	2012-09-24 14:53:04
3958	美国	meiguo			usa	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3959	加拿大	jianada			canada	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3961	日本	riben			japan	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3962	韩国	hanguo			korea	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3963	德国	deguo			germany	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3964	英国	yingguo			uk	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3965	意大利	yidali			italy	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3966	西班牙	xibanya			spain	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3967	法国	faguo			france	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3968	澳大利亚	aodaliya			australian	3956			N	2	999999	1	zyh	0000-00-00 00:00:00	0000-00-00 00:00:00
3969	东城区	dongchengqu			dcq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3970	西城区	xichengqu			xcq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3971	崇文区	chongwenqu			cwq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3972	宣武区	dongchengqu			dcq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3973	朝阳区	chaoyangqu			cyq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3974	海淀区	haidianqu			hdq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3975	丰台区	fengtaiqu			ftq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3976	石景山区	sijingshanqu			sjs	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3977	门头沟区	mentougouqu			mtg	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3978	房山区	fangshanqu			fsq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3979	通州区	tongzhouqu			tZq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3980	顺义区	shunyiqu			syq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3981	昌平区	changpingqu			cpq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3982	大兴区	daxingqu			dxq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3983	平谷区	pingguqu			pgq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3984	怀柔区	huairouqu			hrq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3985	密云县	miyunxian			myx	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3986	延庆区	yanqingqu			yqq	2			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3987	黄浦区	huangpuqu			hpq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3988	徐汇区	xuhuiqu			xhq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3989	长宁区	changningqu			cnq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3990	静安区	jingangqu			jaq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3991	普陀区	putuoqu			ptq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3992	闸北区	zabeiqu			zbq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3993	虹口区	hongkouqu			hkq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3994	杨浦区	yangpuqu			ypq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3995	宝山区	baoshanqu			bsq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3996	闵行区	minhangqu			mhq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3997	嘉定区	jidingqu			jdq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3998	浦东新区	pudongxinqu			pdxq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
3999	松江区	songjiangqu			sjq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4000	金山区	jinshanqu			jsq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4001	青浦区	qingpuqu			qpq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4002	奉贤区	fengxianqu			fxq	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4003	崇明县	chongmingqu			cmx	10			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4004	和平区	hepingqu			hpq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4005	河东区	hedongqu			hdq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4006	河西区	hexiqu			hxq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4007	南开区	nankaiqu			nkq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4008	红桥区	hongqiaoqu			hqq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4009	河北区	hebeiqu			hbq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4010	滨海新区	binhaixinqu			bhxq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4011	东丽区	dongliqu			dlq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4012	西青区	xiqingqu			xqq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4013	北辰区	beichenqu			bcq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4014	津南区	jinnanqu			jnq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4015	武清区	wuqingqu			wqq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4016	宝坻区	baodiqu			bdq	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4017	静海县	jinghaixian			jhx	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4018	宁河县	ninghexian			nhx	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4019	蓟县	jixian			jx	3			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4020	渝中区	yuzhongqu			yzq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4021	江北区	jiangbeiqu			jbq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4022	南岸区	nananqu			nnq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4023	沙坪坝区	shapingbaqu			spbq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4024	九龙坡区	jiulongpoqu			jlpq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4025	大渡口区	dadukouqu			ddkq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4026	渝北区	yubeiqu			ybq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4027	巴南区	bananqu			bnq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4028	北碚区	beibeiqu			bbq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4029	万州区	wanzhouqu			wzq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4030	黔江区	qianjiangqu			qjq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4031	永川区	yongchuanqu			ycq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4032	涪陵区	fulingqu			flq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4033	江津区	jiangjinqu			jjq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4034	合川区	hechuanqu			hcq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4035	双桥区	shuangqiaoqu			sqq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4036	万盛区	wanshengqu			wsq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4037	荣昌县	rongchangxian			rcx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4038	大足县	dazuxian			dzx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4039	壁山县	bishanxian			bsx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4040	铜梁县	tongliangxian			tlx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4041	潼南县	tongnanxian			tnx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4042	綦江区	qijiangqu			qjq	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4043	忠县	zhongxian			zx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4044	开县	kaixian			qx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4045	云阳县	yunyangxian			yyx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4046	梁平县	liangpingxian			lpx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4047	垫江县	dianjiangxian			djx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4048	丰都县	fengduxian			fdx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4049	奉节县	fengjiexian			fjx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4050	巫山县	wushanxian			wsx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4051	巫溪县	wuxixian			wxx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4052	城口县	chenkouxian			ckx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4053	武隆县	wulongxian			wlx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4054	石柱土家族自治县	shizhutujiazuzizhixian			sztjzzzx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4055	秀山土家族苗族自治县	xiushantujiazumiaozuzizhixian			xstjzmzzzx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4056	酉阳土家族苗族自治县	youyangtujiazumiaozuzizhixian			yytjzmzzzx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4057	彭水苗族土家族自治县	pengshuimiaozutujiazuzizhixian			psmztjzzzx	23			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-09-18 09:50:01
4058	潜江市	qianjiangshi			qjs	18			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-10-28 10:04:25
4059	三沙市	sanshashi			sss	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2013-10-28 10:04:25
4060	石河子市	shihezishi			shz	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4061	阿拉尔市	alaershi			ale	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4062	图木舒克市	tumushukeshi			tmsk	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4063	五家渠市	wujiaqushi			wjq	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4064	北屯市	bietunshi			bts	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4065	铁门关市	tiemenguanshi			tmg	32			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-17 20:27:56
4066	儋州市	danzhoushi			dzs	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4067	五指山市	wuzhishanshi			wzs	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4068	文昌市	wenchangshi			wcs	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4069	琼海市	qionghaishi			qhs	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4070	万宁市	wangningshi			wns	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4071	东方市	dongfangshi			dfs	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4072	定安县	dinganxian			dax	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4073	屯昌县	tunchangxian			tcx	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4074	澄迈县	chengmaixian			cmx	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4075	临高县	lingaoxian			lgx	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4076	琼中黎族苗族自治县	qiongzhong			qzlz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4077	保亭黎族苗族自治县	baoting			btlz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4078	白沙黎族自治县	baisha			bslz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4079	昌江黎族自治县	changjiang			cjlz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4080	乐东黎族自治县	ledong			ldlz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4081	陵水黎族自治县	lingshui			lslz	22			N	2	999999	1	zyh	0000-00-00 00:00:00	2014-02-19 16:04:44
4082	华东
4083	华中
4084	华南
4085	华北
4086	华东
4087	西部
4088	东北
4089	东三省
4090	京津
4091	长三角
4092	江浙
4093	南部
4094	欧美
4095	日韩
4096	亚洲
4097	东南亚

